gene_name,aro_id,aro_name,antibiotic_class
OXA-402,3001588,OXA-402,
OXA-261,3001717,OXA-261,
OXA-295,3001750,OXA-295,
OXA-401,3001587,OXA-401,
ADC-157,3006331,ADC-157,
tet(X4),3004720,tet(X4),
OXA-444,3003600,OXA-444,
OXA-483,3003640,OXA-483,
FONA-4,3004791,FONA-4,
FRI-3,3004799,FRI-3,
FTU-1,3004801,FTU-1,
GOB-10,3004802,GOB-10,
LEN-51,3004847,LEN-51,
NDM-28,3004871,NDM-28,
ADC-190,3006359,ADC-190,
Mycolicibacterium smegmatis 16S rRNA (rrsB) mutation conferring resistance to viomycin,3003547,Mycolicibacterium smegmatis 16S rRNA (rrsB) mutation conferring resistance to viomycin,
Mycobacterium tuberculosis Rv2731 mutations confer resistance to pyrazinamide,3004987,Mycobacterium tuberculosis Rv2731 mutations confer resistance to pyrazinamide,
MCR-3.4,3004691,MCR-3.4,
MCR-4.4,3004696,MCR-4.4,
OXA-140,3001452,OXA-140,
OXA-262,3001718,OXA-262,
OXA-297,3001752,OXA-297,
OXA-403,3001589,OXA-403,
mgtA,3000462,mgtA,
ADC-158,3006332,ADC-158,
ADC-160,3006333,ADC-160,
MCR-4.5,3004697,MCR-4.5,
OXA-103,3001707,OXA-103,
OXA-263,3001719,OXA-263,
OXA-298,3001753,OXA-298,
Pseudomonas aeruginosa CpxR,3004054,Pseudomonas aeruginosa CpxR,
OXA-404,3001595,OXA-404,
OXA-446,3003602,OXA-446,
OXA-484,3003641,OXA-484,
FONA-5,3004792,FONA-5,
GOB-11,3004803,GOB-11,
LEN-55,3004848,LEN-55,
Mycobacterium tuberculosis mshC mutations conferring resistance to isoniazid,3004927,Mycobacterium tuberculosis mshC mutations conferring resistance to isoniazid,
tetB(60),3004036,tetB(60),
tetA(46),3004032,tetA(46),
tetB(46),3004033,tetB(46),
tetA(60),3004035,tetA(60),
floR,3002705,floR,
OpmB,3004072,OpmB,
MCR-5.2,3004698,MCR-5.2,
SFH-1,3000849,SFH-1,
adeL,3000620,adeL,
Pseudomonas aeruginosa emrE,3004038,Pseudomonas aeruginosa emrE,
Escherichia coli emrE,3004039,Escherichia coli emrE,
OXA-122,3001444,OXA-122,
Klebsiella pneumoniae acrA,3004041,Klebsiella pneumoniae acrA,
Enterobacter cloacae acrA,3004042,Enterobacter cloacae acrA,
Escherichia coli acrA,3004043,Escherichia coli acrA,
OXA-264,3001720,OXA-264,
OXA-299,3001754,OXA-299,
OXA-405,3001596,OXA-405,
OXA-447,3003603,OXA-447,
OXA-485,3003642,OXA-485,
FONA-6,3004793,FONA-6,
GOB-12,3004804,GOB-12,
LEN-58,3004849,LEN-58,
Streptococcus pneumoniae PBP2x conferring resistance to amoxicillin,3003043,Streptococcus pneumoniae PBP2x conferring resistance to amoxicillin,
ADC-191,3006360,ADC-191,
Mycobacterium tuberculosis Rv3169 mutations confer resistance to pyrazinamide,3004993,Mycobacterium tuberculosis Rv3169 mutations confer resistance to pyrazinamide,
bcr-1,3003801,bcr-1,
"MexEF-OprN with MexS mutations conferring resistance to chloramphenicol, ciprofloxacin, and trimethoprim",3004068,"MexEF-OprN with MexS mutations conferring resistance to chloramphenicol, ciprofloxacin, and trimethoprim",
ADC-18,3003862,ADC-18,
nalD,3000819,nalD,
MexR,3000506,MexR,
OXA-123,3001445,OXA-123,
mphL,3003072,mphL,
ArmR,3004056,ArmR,
OXA-265,3001721,OXA-265,
Staphylococcus aureus 23S rRNA with mutation conferring resistance to linezolid,3004058,Staphylococcus aureus 23S rRNA with mutation conferring resistance to linezolid,
Type A NfxB,3004059,Type A NfxB,
OXA-300,3001755,OXA-300,
Type B NfxB,3004060,Type B NfxB,
OXA-406,3001597,OXA-406,
EdeQ,3004063,EdeQ,
OXA-448,3003604,OXA-448,
OXA-486,3003643,OXA-486,
GOB-13,3004805,GOB-13,
MvaT,3004069,MvaT,
MexEF-OprN with MvaT deletion conferring resistance to chloramphenicol and norfloxacin,3004070,MexEF-OprN with MvaT deletion conferring resistance to chloramphenicol and norfloxacin,
Escherichia coli nfsA mutations conferring resistance to nitrofurantoin,3003751,Escherichia coli nfsA mutations conferring resistance to nitrofurantoin,
tet(L),3000179,tet(L),
basS,3003583,basS,
Chlamydia trachomatis intrinsic murA conferring resistance to fosfomycin,3003785,Chlamydia trachomatis intrinsic murA conferring resistance to fosfomycin,
Enterococcus faecium EF-Tu mutants conferring resistance to GE2270A,3003438,Enterococcus faecium EF-Tu mutants conferring resistance to GE2270A,
MexF,3000804,MexF,
Mycobacterium leprae rpoB mutations conferring resistance to rifampicin,3003284,Mycobacterium leprae rpoB mutations conferring resistance to rifampicin,
OprM,3000379,OprM,
MexCD-OprJ with type B NfxB mutation,3004062,MexCD-OprJ with type B NfxB mutation,
BRP(MBL),3001205,BRP(MBL),
ANT(3'')-IIc,3004091,ANT(3'')-IIc,
MexXY-OprA,3003038,MexXY-OprA,
ADC-19,3003863,ADC-19,
ADC-20,3003864,ADC-20,
ACT-44,3006239,ACT-44,
ADC-21,3003865,ADC-21,
ADC-22,3003866,ADC-22,
ADC-23,3003867,ADC-23,
MuxB,3004074,MuxB,
OXA-124,3001446,OXA-124,
OXA-266,3001722,OXA-266,
MuxC,3004075,MuxC,
OXA-301,3001756,OXA-301,
OXA-407,3001598,OXA-407,
OXA-449,3003605,OXA-449,
OXA-453,3003609,OXA-453,
OXA-488,3003645,OXA-488,
ARL-1,3004734,ARL-1,
MuxABC-OpmB,3004076,MuxABC-OpmB,
BCL-1,3004749,BCL-1,
BRO-1,3004761,BRO-1,
GOB-14,3004806,GOB-14,
MIR-23,3004745,MIR-23,
Mycobacterium tuberculosis mymA mutations conferring resistance to isoniazid,3004928,Mycobacterium tuberculosis mymA mutations conferring resistance to isoniazid,
MexJK-OprM,3003694,MexJK-OprM,
MexJK-OpmH,3003691,MexJK-OpmH,
MexVW-OprM,3003029,MexVW-OprM,
TriABC-OpmH,3003678,TriABC-OpmH,
PmpM,3004077,PmpM,
AcrAB-TolC,3000384,AcrAB-TolC,
APH(3')-VIIIb,3004086,APH(3')-VIIIb,
oqxAB,3003921,oqxAB,
lnuG,3004085,lnuG,
ANT(3'')-IIa,3004089,ANT(3'')-IIa,
ANT(3'')-IIb,3004090,ANT(3'')-IIb,
NDM-17,3004093,NDM-17,
ADC-25,3003868,ADC-25,
OXA-125,3001447,OXA-125,
LpeA,3004099,LpeA,
LpeB,3004100,LpeB,
MexGHI-OpmD,3000799,MexGHI-OpmD,
MexPQ-OpmE,3003697,MexPQ-OpmE,
CFE-2,3004464,CFE-2,
MexMN-OprM,3003703,MexMN-OprM,
MdtABC-TolC,3000787,MdtABC-TolC,
EmrAB-TolC,3000344,EmrAB-TolC,
EmrKY-TolC,3000373,EmrKY-TolC,
OXA-267,3001723,OXA-267,
MdtEF-TolC,3000788,MdtEF-TolC,
PDC-79,3004342,PDC-79,
PDC-80,3004343,PDC-80,
MdtNOP,3004101,MdtNOP,
kamB,3004102,kamB,
QepA2,3004103,QepA2,
OXA-302,3001757,OXA-302,
TMB-1,3004105,TMB-1,
TMB-2,3004106,TMB-2,
Pseudomonas aeruginosa soxR,3004107,Pseudomonas aeruginosa soxR,
OXA-408,3001599,OXA-408,
FosA6,3004111,FosA6,
FosA7,3004113,FosA7,
Moraxella catarrhalis M35,3004124,Moraxella catarrhalis M35,
porin OmpC,3004114,porin OmpC,
Vibrio cholerae OmpU,3004117,Vibrio cholerae OmpU,
OXA-450,3003606,OXA-450,
OXA-455,3003611,OXA-455,
Escherichia coli LamB,3004126,Escherichia coli LamB,
ADC-192,3006361,ADC-192,
AcrEF-TolC confers resistance to ciprofloxacin,3004083,AcrEF-TolC confers resistance to ciprofloxacin,
Burkholderia pseudomallei Omp38,3004123,Burkholderia pseudomallei Omp38,
Vibrio cholerae OmpT,3004118,Vibrio cholerae OmpT,
ARL-2,3004735,ARL-2,
BAT-1,3004747,BAT-1,
BES-1,3004751,BES-1,
BRO-2,3004762,BRO-2,
Serratia marcescens Omp1,3004128,Serratia marcescens Omp1,
Mycoplasma gallisepticum 23S rRNA mutation conferring resistance to pleuromutilin antibiotics,3004159,Mycoplasma gallisepticum 23S rRNA mutation conferring resistance to pleuromutilin antibiotics,
Streptococcus mitis CdsA with mutation conferring daptomycin resistance,3004097,Streptococcus mitis CdsA with mutation conferring daptomycin resistance,
Brachyspira hyodysenteriae 23S rRNA with mutation conferring resistance to tylosin,3004133,Brachyspira hyodysenteriae 23S rRNA with mutation conferring resistance to tylosin,
Moraxella catarrhalis 23S rRNA with mutation conferring resistance to macrolide antibiotics,3004138,Moraxella catarrhalis 23S rRNA with mutation conferring resistance to macrolide antibiotics,
Helicobacter pylori 23S rRNA with mutation conferring resistance to clarithromycin,3004134,Helicobacter pylori 23S rRNA with mutation conferring resistance to clarithromycin,
OprZ,3004142,OprZ,
AxyX,3004143,AxyX,
AxyZ,3004145,AxyZ,
AxyY,3004144,AxyY,
cfrC,3004146,cfrC,
PDC-81,3004344,PDC-81,
ADC-107,3006287,ADC-107,
ADC-109,3006288,ADC-109,
Escherichia coli 23S rRNA with mutation conferring resistance to clindamycin,3004149,Escherichia coli 23S rRNA with mutation conferring resistance to clindamycin,
Escherichia coli 23S rRNA with mutation conferring resistance to clarithromycin,3004160,Escherichia coli 23S rRNA with mutation conferring resistance to clarithromycin,
Propionibacteria 23S rRNA with mutation conferring resistance to macrolide antibiotics,3004161,Propionibacteria 23S rRNA with mutation conferring resistance to macrolide antibiotics,
Mycobacterium tuberculosis thyA with mutation conferring resistance to para-aminosalicylic acid,3004153,Mycobacterium tuberculosis thyA with mutation conferring resistance to para-aminosalicylic acid,
Mycobacterium tuberculosis folC with mutation conferring resistance to para-aminosalicylic acid,3004157,Mycobacterium tuberculosis folC with mutation conferring resistance to para-aminosalicylic acid,
Mycolicibacterium smegmatis 23S rRNA with mutation conferring resistance to clarithromycin,3004169,Mycolicibacterium smegmatis 23S rRNA with mutation conferring resistance to clarithromycin,
Mycobacterium avium 23S rRNA with mutation conferring resistance to clarithromycin,3004164,Mycobacterium avium 23S rRNA with mutation conferring resistance to clarithromycin,
Mycobacterium intracellulare 23S rRNA with mutation conferring resistance to clarithromycin,3004166,Mycobacterium intracellulare 23S rRNA with mutation conferring resistance to clarithromycin,
Mycobacterium intracellulare 23S rRNA with mutation conferring resistance to azithromycin,3004167,Mycobacterium intracellulare 23S rRNA with mutation conferring resistance to azithromycin,
Mycobacterium kansasii 23S rRNA with mutation conferring resistance to clarithromycin,3004168,Mycobacterium kansasii 23S rRNA with mutation conferring resistance to clarithromycin,
ADC-193,3006362,ADC-193,
Chlamydomonas reinhardtii 23S rRNA with mutation conferring resistance to erythromycin,3004132,Chlamydomonas reinhardtii 23S rRNA with mutation conferring resistance to erythromycin,
Escherichia coli 23S rRNA with mutation conferring resistance to erythromycin and telithromycin,3004131,Escherichia coli 23S rRNA with mutation conferring resistance to erythromycin and telithromycin,
Mycobacteroides abscessus 23S rRNA with mutation conferring resistance to clarithromycin,3004163,Mycobacteroides abscessus 23S rRNA with mutation conferring resistance to clarithromycin,
Streptococcus pneumoniae 23S rRNA with mutation conferring resistance to macrolide antibiotics,3004170,Streptococcus pneumoniae 23S rRNA with mutation conferring resistance to macrolide antibiotics,
Escherichia coli 23S rRNA with mutation conferring resistance to oxazolidinone antibiotics,3004173,Escherichia coli 23S rRNA with mutation conferring resistance to oxazolidinone antibiotics,
Chlamydia trachomatis 23S rRNA with mutation conferring resistance to macrolide antibiotics,3004174,Chlamydia trachomatis 23S rRNA with mutation conferring resistance to macrolide antibiotics,
OXA-126,3001448,OXA-126,
Mycoplasma pneumoniae 23S rRNA mutation conferring resistance to erythromycin,3004179,Mycoplasma pneumoniae 23S rRNA mutation conferring resistance to erythromycin,
Halobacterium halobium 23S rRNA mutation conferring resistance to chloramphenicol,3004180,Halobacterium halobium 23S rRNA mutation conferring resistance to chloramphenicol,
Streptococcus pneumoniae 23S rRNA mutation conferring resistance to macrolides and streptogramins antibiotics,3004181,Streptococcus pneumoniae 23S rRNA mutation conferring resistance to macrolides and streptogramins antibiotics,
Mycobacterium tuberculosis ribD with mutation conferring resistance to para-aminosalicylic acid,3004184,Mycobacterium tuberculosis ribD with mutation conferring resistance to para-aminosalicylic acid,
mecD,3004185,mecD,
Escherichia coli mdfA,3001328,Escherichia coli mdfA,
Salmonella enterica cmlA,3002691,Salmonella enterica cmlA,
"MexEF-OprN with MexT mutation conferring resistance to chloramphenicol, ciprofloxacin, and trimethoprim",3004066,"MexEF-OprN with MexT mutation conferring resistance to chloramphenicol, ciprofloxacin, and trimethoprim",
AAC(2')-Ie,3002527,AAC(2')-Ie,
Mycobacterium tuberculosis iniB with mutation conferring resistance to ethambutol,3004135,Mycobacterium tuberculosis iniB with mutation conferring resistance to ethambutol,
PatA-PatB,3000769,PatA-PatB,
Bla2,3004189,Bla2,
PDC-82,3004345,PDC-82,
ADC-110,3006289,ADC-110,
APH(2'')-If,3004191,APH(2'')-If,
MCR-1.2,3004194,MCR-1.2,
GOB-18,3004213,GOB-18,
NPS-1,3004239,NPS-1,
Escherichia coli 23S rRNA with mutation conferring resistance to chloramphenicol,3004150,Escherichia coli 23S rRNA with mutation conferring resistance to chloramphenicol,
Vibrio cholerae varG,3004289,Vibrio cholerae varG,
LAP-2,3004826,LAP-2,
Rhodobacter sphaeroides ampC beta-lactamase,3004291,Rhodobacter sphaeroides ampC beta-lactamase,
Mycoplasma hominis 23S rRNA with mutation conferring resistance to macrolide antibiotics,3004176,Mycoplasma hominis 23S rRNA with mutation conferring resistance to macrolide antibiotics,
rpoB2,3000501,rpoB2,
Escherichia coli ampC beta-lactamase,3004290,Escherichia coli ampC beta-lactamase,
BUT-1,3004294,BUT-1,
ADC-13,3003857,ADC-13,
ADC-14,3003858,ADC-14,
ADC-15,3003859,ADC-15,
ADC-17,3003861,ADC-17,
ADC-16,3003860,ADC-16,
ADC-41,3003872,ADC-41,
ADC-42,3003873,ADC-42,
ADC-43,3003874,ADC-43,
ADC-44,3003876,ADC-44,
ADC-56,3003878,ADC-56,
ADC-61,3003879,ADC-61,
ADC-74,3003880,ADC-74,
ADC-75,3003881,ADC-75,
ADC-76,3003882,ADC-76,
ADC-77,3003883,ADC-77,
ADC-78,3003884,ADC-78,
ADC-79,3003885,ADC-79,
ADC-81,3003887,ADC-81,
ADC-162,3006334,ADC-162,
ADC-82,3003888,ADC-82,
Escherichia coli PtsI with mutation conferring resistance to fosfomycin,3003899,Escherichia coli PtsI with mutation conferring resistance to fosfomycin,
Salmonella enterica gyrA with mutation conferring resistance to triclosan,3004334,Salmonella enterica gyrA with mutation conferring resistance to triclosan,
EBR-2,3004463,EBR-2,
PDC-324,3005279,PDC-324,
Escherichia coli gyrA with mutation conferring resistance to triclosan,3004335,Escherichia coli gyrA with mutation conferring resistance to triclosan,
PDC-73,3004336,PDC-73,
PDC-74,3004337,PDC-74,
PDC-75,3004338,PDC-75,
PDC-76,3004339,PDC-76,
PDC-77,3004340,PDC-77,
PDC-78,3004341,PDC-78,
ADC-112,3006290,ADC-112,
PDC-83,3004346,PDC-83,
PDC-84,3004347,PDC-84,
PDC-85,3004348,PDC-85,
PDC-86,3004349,PDC-86,
PDC-87,3004350,PDC-87,
PDC-88,3004351,PDC-88,
PDC-89,3004352,PDC-89,
PDC-90,3004353,PDC-90,
PDC-91,3004354,PDC-91,
PDC-92,3004355,PDC-92,
PDC-93,3004356,PDC-93,
catV,3004357,catV,
ACI-1,3004359,ACI-1,
sul4,3004361,sul4,
ADC-194,3006363,ADC-194,
OXA-436,3003128,OXA-436,
OXA-535,3004362,OXA-535,
almG,3004364,almG,
OXA-127,3001449,OXA-127,
OXA-268,3001724,OXA-268,
QepA4,3004379,QepA4,
tet(59),3004441,tet(59),
tet(W/N/W),3004442,tet(W/N/W),
Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics,3004446,Haemophilus influenzae PBP3 conferring resistance to beta-lactam antibiotics,
OXA-269,3001725,OXA-269,
TRU-1,3004450,TRU-1,
Chryseobacterium meningosepticum BlaB,3000579,Chryseobacterium meningosepticum BlaB,
Agrobacterium fabrum chloramphenicol acetyltransferase,3004451,Agrobacterium fabrum chloramphenicol acetyltransferase,
Campylobacter coli chloramphenicol acetyltransferase,3004454,Campylobacter coli chloramphenicol acetyltransferase,
Streptococcus suis chloramphenicol acetyltransferase,3004455,Streptococcus suis chloramphenicol acetyltransferase,
Enterococcus faecium chloramphenicol acetyltransferase,3004456,Enterococcus faecium chloramphenicol acetyltransferase,
Staphylococcus intermedius chloramphenicol acetyltransferase,3004457,Staphylococcus intermedius chloramphenicol acetyltransferase,
Enterococcus faecalis chloramphenicol acetyltransferase,3004458,Enterococcus faecalis chloramphenicol acetyltransferase,
Vibrio anguillarum chloramphenicol acetyltransferase,3004460,Vibrio anguillarum chloramphenicol acetyltransferase,
Pseudomonas aeruginosa catB7,3002679,Pseudomonas aeruginosa catB7,
PDC-323,3005280,PDC-323,
ICR-Mc,3004466,ICR-Mc,
poxtA,3004470,poxtA,
OXA-303,3001758,OXA-303,
OXA-409,3001600,OXA-409,
OXA-451,3003607,OXA-451,
OXA-457,3003613,OXA-457,
ARL-3,3004736,ARL-3,
ADC-113,3006291,ADC-113,
BIC-1,3004753,BIC-1,
CBP-1,3004764,CBP-1,
GOB-15,3004807,GOB-15,
Mycobacterium tuberculosis eis mutations confer resistance to kanamycin,3004963,Mycobacterium tuberculosis eis mutations confer resistance to kanamycin,
Neisseria gonorrhoeae folP with mutation conferring resistance to sulfonamides,3004873,Neisseria gonorrhoeae folP with mutation conferring resistance to sulfonamides,
Mycobacterium tuberculosis inhA mutations conferring resistance to ethionamide,3004876,Mycobacterium tuberculosis inhA mutations conferring resistance to ethionamide,
Mycobacterium tuberculosis nudC mutations conferring resistance to isoniazid,3004931,Mycobacterium tuberculosis nudC mutations conferring resistance to isoniazid,
